年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢
24,3,17～18,構内にてＢＴ（パレットトラック）を使用して商品を搬送しようと発進し左に曲がったところ、１台のＢＴが停止しており、正面から衝突した。その際、転倒し、首と腕の痛みを生じた。,貨物取扱業,港湾運送業,港湾荷役業,30～49,その他の装置等,人力機械工具等,人力運搬機,激突,22
24,3,14～15,被災者は、木箱天井部に乗り、押さえ材の固定作業を完了し、約８０センチメートル前方の木箱に移ろうとした際、落下した。落下時、木箱上部に腹部を強く打ちつけ、床に転落した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,その他の装置等,その他の装置、設備,その他の装置、設備,墜落・転落,24
24,3,11～12,倉庫前にて、大型トラック前輪右の歯止を外そうとしたところ、車輛が前に移動した為、歯止に前輪が乗り、歯止が飛んできて足甲に当たり負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,激突され,34
24,3,13～14,プレス機械（２０ｔ）を積み込むため、パーツごとに分解、解体作業していた。油圧シリンダーをバールで外す際、急に外れ、抑えようとし、手をシリンダーにぶつけ、中指を骨折、薬指を裂傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,動力機械,金属加工用機械,プレス機械,激突,36
24,3,7～8,船内降板甲板上からポンプ室内に降りる階段にて、下っている際、足を踏み外し、約１ｍ下に転落し、膝を床に強打した。,貨物取扱業,港湾運送業,一般港湾運送業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落・転落,52
24,3,16～17,工場内にて、２階よりベニヤ板２束を１階へ吊り下げ、ベニヤ板の下にリン木を差し込む作業を行なった際、リン木とベニヤ板の間に手が挟み込まれ、人差し指を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力クレーン等,クレーン,はさまれ巻き込まれ,36
24,3,8～9,物流センター倉庫内にて、リーチ式フォークリフトに乗務して後進中、後方を確認せずに後進した為、倉庫内の柱に接触した。リーチ式フォークリフトには、所定の乗務位置から半身を出した状態で走行していた為、リフトと柱の間に体を挟んだ。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ巻き込まれ,38
24,3,14～15,コンテナ積み作業中、コンテナのラッシングの準備を行う為、本船に設置されたラダー（梯子）を使用して、高さ約２ｍのデッキに上る際、２段目の梯子を踏み外して滑り落ち（約７０ｃｍ）、足で着地したが、勢いあまって尻餅をつき、その衝撃で負傷した。,貨物取扱業,港湾運送業,港湾荷役業,30～49,その他の装置等,用具,はしご等,墜落・転落,45
24,3,16～17,フロアに出庫貨物が多く出ており、被災者は、貨物の数量及び品名確認の為、パレット貨物リフト進行方向反対側でしゃがみ込み足を開いていた為、貨物の影になってしまい、リフトが通過した際、安全長靴の上から轢かれた。,貨物取扱業,港湾運送業,港湾荷役業,30～49,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ巻き込まれ,20
24,3,15～16,得意先倉庫敷地内にてフラット作業中（鉄の台にケースを乗せ固定する作業）、ケース上面にてワイヤーで固定する為、ワイヤー締機のレバーを前後に動かし締める際、体の重心を後方に掛け、目一杯力を加えた際、レバーが何らかの弾みでワイヤーから外れ、後方にひっくり返り、地面に落下し、顔、手首を負傷した。,貨物取扱業,港湾運送業,港湾荷役業,10～29,荷,荷,荷姿のもの,墜落・転落,21
24,3,17～18,ＡＢにてトランスの梱包・シート掛け作業中、端口に背を向けた状態で、後退したところ、足を踏み外し、腰部より転落した。,貨物取扱業,港湾運送業,一般港湾運送業,500～999,荷,荷,荷姿のもの,墜落・転落,43
24,3,9～10,荷受作業をする為、小走りに移動していた。倉庫入口の鉄板に躓き、転倒。その際、手で体重を支えようとしたが、支えきれず、中指を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物質、材料,材料,金属材料,転倒,67
24,3,17～18,搬送の為、バック走行し左折するリフトとコピーペーパーの載ったパレットを移動する為、ハンドリフトを引く被災者が互いに相手の存在に気付いていながら周辺確認不十分で、行動予測を怠ったことにより、接触。作業者はふくらはぎ、足の甲を打撲した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,40
24,3,15～16,コンテナ本船荷役中に被災した。被災者は、船側作業者２名のうちの１人で、最初の１本で事故にあった。状況はＳキャリアーで横持した空コンテナの先端にて、荷役用のスプレッダー（鋼材のフレーム）をセット（ロック）して足場用コンテナに戻る際、スプレッダーを被強してある数本のアングルの手前のアングルに躓き、先のアングルで腹部を打撲した。,貨物取扱業,港湾運送業,一般港湾運送業,100～299,物上げ装置、運搬機械,動力クレーン等,クレーン,転倒,19
24,3,15～16,構内にて荷卸し作業の際、雨天により路面が滑り易いところで走行中、停車中の海上コンテナを避けるべく左側にハンドルを切った。その際、フォークリフトがスリップし、右側後部と海上コンテナが接触。その際、被災者は、反射的に手を出し、車両とコンテナの間に手を挟まれた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,50～99,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ巻き込まれ,42
24,3,17～18,返品作業工程のパソコン入力業務の為、立位体勢のまま入力ができるパソコンに入力作業を行い振り向いた際、誤って足を捻り態勢を崩して転倒。その際、ひざ及び股関節を負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,その他,起因物なし,起因物なし,転倒,61
24,3,15～16,車から降車する際、指をはさんでケガを負った。降車する際、ドア側に向き直り確実に閉めていれば事故に至ることはないが、当ドライバーはそれを怠り、立ち去りぎわにドアを閉めた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,はさまれ巻き込まれ,57
24,3,14～15,倉庫内にてピッチング作業中、商品が倒れそうになり足を差し出し支えようとしたところ、商品と地面に足親指付近を挟んだ。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,荷,荷,荷姿のもの,飛来・落下,21
24,3,9～10,引越荷物を搬出時、玄関からトラックまで食器棚を２名で運んでいる際、凸凹路面に薄く新雪が積もった状態の所を通り、その際、凸の部分を足で踏み、滑り、捻った状態になった。悪い角度でひねった為、足首を骨折するに至った。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,動作の反動無理な動作,20
24,4,17～18,商品を乗せたカゴ車を運搬中、カゴ車とカゴ車に手を挟まれ、手を骨折した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,その他の装置等,人力機械工具等,人力運搬機,はさまれ巻き込まれ,36
24,4,22～23,トラックの荷卸ろし作業中、ベルトコンベアをまたぐ際、指定された安全ステップの設置してあるところにて、停止時に行うべきところ、跨ぎ禁止エリアでベルトコンベアの縁に乗り、跨ぎ、降りた際、足元を確認せず、床面ベルトコンベアの出っ張りに着地し、足首を捻り、転倒した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,100～299,物上げ装置、運搬機械,動力運搬機,コンベア,転倒,28
24,4,5～6,トラック荷台からホームへロールボックスを移動中、他の運転手が次の業務の為、トラックへ乗込み、前進させたところ、作業中の被災者がトラックの動きに気付き、ロールバックスから手を離し、ホーム下に飛び降りたところ、アスファルトの床面に肘を打ちつけ、負傷した。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落・転落,45
24,4,11～12,大型冷蔵庫を搬出中、外階段の２階から１階に降ろした際、上部を持ち運んでいたところ、足を滑らし、転倒。冷蔵庫と階段に挟まれた。,貨物取扱業,陸上貨物取扱業,陸上貨物取扱業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,転倒,27
