年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型
R01,12,10～12,会社の敷地において、被災者が積載荷重３０４８０ｋｇのトレーラーにチップを積込みシート掛けを行っていたところ、トレーラーの荷台から３６３ｃｍ下の地面に墜落したものと推定される。なお被災者は一人で作業を行っており当該作業を現認した者はいない。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落
R01,12,22～24,４トントラックを運転し、客先に向かうため県道走行中、何らかの理由により中央分離帯に接触後対向車線を通り抜け、店舗の看板のポールに激突し、出血性ショックにより死亡した。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,50～99,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）
R01,12,14～16,　整備が終了したトレーラにトラクタを連結するにあたり、整備工場の運転手がトラクタに乗り込み、後進させトレーラに近づいた際、トラクタ左後方にいた整備員である被災者に接触した。接触したことにより被災者は転倒したが、転倒したことに気付かなかった運転手がさらにトラクタを後進させたため、被災者がトラクタの左後方車輪に轢かれたもの。被災者は骨盤骨折による出血性ショックで死亡した。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,激突され
R01,11,8～10,　倉庫にて、１人で飼料運搬車に飼料を積み込む作業を行っていた被災者が同運搬車付近で倒れているところを発見されたもの。フォークリフトで、同運搬車の飼料タンク上まで吊り上げられた飼料用バッグは下部の投下口が開いていて空だった。また、同タンクは満杯で上部の蓋は開いていた。被災者は、保護帽、安全帯ともに未着用であった。　　,運輸交通業,道路貨物運送業,一般貨物自動車運送業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落
R01,11,10～12,　被災者がトラックに乗り、高速道路を運転していたところ、渋滞していた最後尾の車両に追突し、被災者が死亡したもの。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）
R01,11,2～4,被災者が、配送先にて、駐車場にトラックを停車させ、店内へ荷物を配送するためトラックの荷台から降りようとしたところ、車両ステップを踏み外し、墜落したものである。なお、保護帽は着用していなかった。　被災者は災害発生８日後に死亡した。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落
R01,11,6～8,　配送先の事業場構内において、トラックの荷台内部で積荷である大理石の机の天板（重さ約８０ｋｇ）２枚の下敷きになっている被災者が発見されたもの。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,10～29,荷,荷,荷姿の物,崩壊、倒壊
R01,11,2～4,　被災者が、トラック（最大積載量３トン）を運転して商品を配送するために高速道路を走行中、故障により路肩に停車していた大型トラックの後部右脇に衝突し、トラックが横転した。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）
R01,10,10～12,配送先から事業場へ帰る途中、高速道路下り線の追い越し車線に停車していた大型トラックと衝突した。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,50～99,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）
R01,10,8～10,配送先において、最大積載量２８．４ｔのトレーラーの荷台上で荷に掛けられたシートを畳む等の荷下ろし準備作業を行っていたところ、高さ１４８ｃｍの荷台上から墜落したもの。,運輸交通業,道路貨物運送業,一般貨物自動車運送業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落
