年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢,年代
H25,10,10～11,小型圧延機を用いて圧延作業を指導中、板厚測定作業を被災者が独断で行い、使用したマイクロメーターを取り外す際、手間取り、マイクロメーターと共に手指をテンションドラムに巻き込まれた。,製造業,金属製品製造業,その他の金属製品製造業,1～9人,動力機械,金属加工用機械,その他の金属加工用機械,はさまれ、巻き込まれ,36,30代
H25,10,13～14,材料を運んでいる際、仮置きしていた鉄鋼材を踏み、足小指の付け根を骨折した。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,物質、材料,材料,金属材料,激突,39,30代
H25,10,14～15,麺の切り込みを入れる際、足を滑らせ、転倒した。,製造業,食料品製造業,その他の食料品製造業,1～9人,動力機械,一般動力機械,食品加工用機械,激突,49,40代
H25,10,16～17,廃油を捨てに行く際、廃油がテール缶からこぼれた為、足を滑らせ、転倒した。,製造業,印刷・製本業,その他の印刷・製本業,30～49人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,52,50代
H25,10,10～11,マグネットで鉄板を吊り下げ中、製品が落下し、製品との間に手を挟まれた。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,その他の装置等,用具,玉掛用具,飛来、落下,25,20代
H25,10,16～17,リーチのリフトを運転中、吹き抜け部分の安全柵に衝突し、足がリフトのボディーと床の間に挟まった。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,10～29人,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,41,40代
H25,10,9～10,バンデング紐を引っ張りトライウォール梱包荷物をコンテナ入口まで持って行こうとした際、右側の紐が切れた為、バランスをくずし、コンテナトラックより落下。フォークリフトの角支柱部に頭を打った。,製造業,電気機械器具製造業,その他の電気機械器具製造業,100～299人,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,52,50代
H25,10,17～18,塗装作業中、作業台の位置を修正している際、バランスをくずし、材料と作業台の間に手を挟んだ。,製造業,金属製品製造業,その他の金属製品製造業,1～9人,物質、材料,材料,金属材料,はさまれ、巻き込まれ,26,20代
H25,10,10～11,鋼材を切断中、手指を機械に巻き込まれた。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,1～9人,動力機械,金属加工用機械,その他の金属加工用機械,はさまれ、巻き込まれ,41,40代
H25,10,13～14,コーンクラッシャー(破砕機)のマントルバウル(消耗部材)の交換作業中、上部と下部フレームの組み込みをクサビを用いて調整し、同僚がハンマーで打撃を加えたところ、誤って被災者の手を叩いた。,製造業,窯業土石製品製造業,その他の土石製品製造業,10～29人,その他の装置等,人力機械工具等,手工具,激突され,28,20代
H25,10,10～11,集配トラックより降りてきたワゴン2名で移動させようとした際、足に引掛かり、くるぶしを強打した。,製造業,その他の製造業,クリーニング業,100～299人,その他の装置等,人力機械工具等,人力運搬機,激突され,55,50代
H25,10,18～19,配膳車をエレベーターから所定位置(配膳車室)まで運んでいる際、廊下の濡れた箇所で足を滑らせ、転倒した。,製造業,食料品製造業,その他の食料品製造業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,35,30代
H25,10,11～12,通路右側にあったラックに躓き、膝を地面に着いた。,製造業,その他の製造業,クリーニング業,30～49人,その他の装置等,その他の装置、設備,その他の装置、設備,転倒,37,30代
H25,10,10～11,自動車道インターチェンジ付近を走行中、前方不注意で渋滞で停車していた車列に追突した。,製造業,木材・木製品製造業,その他の木材・木製品製造業,1～9人,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）,34,30代
H25,10,8～9,溶接を終えた金属加工品を電動サンダーで表面を削っている際、鉄筋が目に混入した。,製造業,金属製品製造業,その他の金属製品製造業,1～9人,物質、材料,材料,金属材料,飛来、落下,44,40代
H25,10,8～9,工場内2階の洗面所を清掃中、トイレ用スリッパの破損の為、躓き、転倒した。,製造業,衣服その他の繊維製品製造業,外衣下着製造業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,60,60代以上
H25,10,14～15,稼動式ローラで移動中、ローラに手小指が挟まった。,製造業,食料品製造業,その他の食料品製造業,300～499人,物上げ装置、運搬機械,動力運搬機,コンベア,はさまれ、巻き込まれ,55,50代
H25,10,18～19,ダンボールがローラーに詰まった為、動かそうとしていたところ、手指をローラに挟まれた。,製造業,食料品製造業,その他の食料品製造業,300～499人,物上げ装置、運搬機械,動力運搬機,コンベア,はさまれ、巻き込まれ,35,30代
H25,10,17～18,油圧ショベルで木くずを積み上げ、地面に降りる際、足を滑らせ、1m程の所より転落した。,製造業,その他の製造業,その他の製造業－その他,10～29人,物質、材料,材料,木材、竹材,墜落、転落,48,40代
H25,10,13～14,野菜を冷蔵庫へ戻そうとした際、ダンボールに躓き転倒し、手を強打した。,製造業,食料品製造業,その他の食料品製造業,30～49人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,38,30代
H25,10,9～10,天井クレーンの車輪のベアリングを取替えるため、ベアリングの入ったダンボール箱(約15kg)を作業場所へ持ち上げ運び、工場床へ置こうとしたところ、腰を捻った。,製造業,金属製品製造業,その他の金属製品製造業,1～9人,荷,荷,荷姿の物,動作の反動、無理な動作,37,30代
H25,10,16～17,昇降盤での木製建具部分を加工中、木材が弾かれた反動で手親指を刃部分に当て、負傷した。,製造業,家具・装備品製造業,建具製造業,10～29人,動力機械,木材加工用機械,丸のこ盤,切れ、こすれ,36,30代
H25,10,9～10,台車に乗せた鉄板2枚(1枚4-5kg)を床に降ろそうとした際、腰を痛めた。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,10～29人,物質、材料,材料,金属材料,動作の反動、無理な動作,55,50代
H25,10,17～18,滑り止めテープを自動裁断中、切れ端を取り除こうと手を伸ばした際、回転刃に手人差し指が接触した。,製造業,その他の製造業,その他の製造業－その他,10～29人,動力機械,一般動力機械,その他の一般動力機械,切れ、こすれ,45,40代
H25,10,10～11,昇降盤で側板(巾15cm奥行40cm厚み15cm)の中切り作業中、昇降盤の鋸の刃に付着したカスを取り払おうとしたところ、手の親指が刃に接触した。,製造業,家具・装備品製造業,木製家具製造業,10～29人,動力機械,木材加工用機械,丸のこ盤,切れ、こすれ,59,50代
H25,10,17～18,自転車で移動中、車道から歩道に上る際、路面が濡れていた為、転倒した。,製造業,化学工業,その他の化学工業,50～99人,その他の装置等,人力機械工具等,人力運搬機,転倒,49,40代
H25,10,12～13,工場内にて、前取り作業中、製品を引き取る際、手薬指をライブローラチェーンに巻き込まれた。,製造業,木材・木製品製造業,製材業,30～49人,動力機械,動力伝導機構,その他の動力伝導機構,はさまれ、巻き込まれ,58,50代
H25,10,10～11,ホイストクレーンのワイヤーを取り外す際、ワイヤーが外れたことを確認しなかった為、クレーンのワイヤーに体が引っ張られ、弾みで転倒し、近くにあった金型に胸を強打した。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,1～9人,物上げ装置、運搬機械,動力クレーン等,クレーン,激突され,63,60代以上
H25,10,17～18,70ｔプレスにて、加工作業中、手が金型から離れる前に誤って起動ボタンを押した為、手中指をプレスされた。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,動力機械,金属加工用機械,プレス機械,はさまれ、巻き込まれ,22,20代
